name,tag_a,tag_b,tag_c,byname,belonging,population,girls_population,mailaddress,twitter,instagram,youtube,other_account,homepage,area,clubroom,action_day,minimum_day,need_tool,action,action_career,festival,festival_doing,intercollegiate,intercollegiate_group,notkeio_people,notkeio_girls,affiliated_schools,sponsor,april,may,june,july,august,september,october,november,december,january,february,march,one_word,money,nomikai_frequency,nomikai_intensity,couple,handsome_beauty,honest,serious,past_questions,find_work,introduction,top_img,pic_1,pic_2,pic_3,pic_4,pic_5,pic_6,pic_7,pic_8,pic_9,pic_10,mov_1,mov_2
三四会野球部,スポーツ,野球,医学部体育会,医学部硬式野球部,医学部体育会,25,10,yakyubushinkan2020@gmail.com,34kai_baseball,keio_med_baseball,,,http://shinkyukai.web.fc2.com/sp/,神宮室内、慶應中等部グランド（三田）、江戸川球場など,信濃町キャンパス内,週3、月・水・金,選手は全参加、マネージャーは週2回ほど(シフト制),練習着、スパイク、ユニフォーム（入部時に金銭的支援あり）、,グランドでの練習,関東医科大学硬式野球リーグ戦出場（春、秋）、東日本医科学生体育大会出場,参加しなかった。,,×,,0,0,,,下旬から春リーグ,春リーグ,春リーグ,下旬から東医体,上旬に東医体、夏合宿,中旬から秋リーグ,秋リーグ,秋リーグ、終わり次第オフ,オフ,オフ,オフ,春合宿,慶應の医学部に所属する硬式野球部です。初心者も大歓迎！,0,2,2,2,5,3,4,4,マネージャーは就職に強い,三四会野球部は東医体優勝、関東医科大学リーグ1部昇格を目標に週3回活動しています。選手は主に医学部から、マネージャーは全学部から募集しています。大多数の部員が大学から野球を始めており、初心者から経験者まで誰でも大歓迎です。初心者は自分が上達する喜びを、経験者はさらに一段上のレベルに到達する楽しさをぜひこの部活で味わってください。野球のみならず、学業に打ち込んだり、遊んだりと、各々思うところに心血を注ぐことができるのも野球部の魅力です。つまり、充実した大学生活を送ることができます！また、面白い人達もたくさんいて、部員同士の距離が近いので、普段はアットホームな雰囲気で過ごしていますが、時間に制約のある練習中は全員が真剣に取り組んでいます。先輩後輩もグラウンドに立てばみんな平等、互いにアドバイスし合ってレベルアップを目指す、そんな空気がこの野球部にはあります。あなたも最高の仲間と野球しませんか？,32700.jpg,32701.jpg,32702.jpg,32703.jpg,32704.jpg,32705.jpg,32706.jpg,32707.jpg,32708.jpg,32709.jpg,32710.jpg,3271.mp4,
慶應義塾大学医学部体育会弓道部,スポーツ,弓道,医学部体育会,慶医弓道部,医学部体育会,32,13,kmkyudo@gmail.com,kmkyudo,keiomed_kyudo,,,http://kmkyudo.uijin.com/,三田正己弓道場、信濃町キャンパス体育館,信濃町キャンパス,週2回、月木朝に行います,週2回の朝練のみ,道着、小物(一緒に買いに行きましょう)、弓矢(貸出あり),ただ弓をひくのみ！,医学部関東大会優勝、全医体準優勝、東医体第三位,参加しなかった。,,×,,0,0,,,新歓オリエンテーション、新入生練習会、通常練習,GW合宿、日本医大対抗戦、通常練習,関東大会、山梨大学対抗戦、通常練習,基本的にオフ期間、東医体直前練習,東医体、全医体,"予科戦(1,2年限定大会)、昭和大学対抗戦、通常練習",関東大会、筑波大学対抗戦、通常練習,慈恵医大千葉医大対抗戦、紅葉会(女子限定大会),オフ期間,東邦大学対抗戦、基本的にオフ期間,全塾弓道部親善試合、基本的にオフ期間,オフ期間,初心者大歓迎！弓道部で自分らしい医学部生活を送ろう！,10000,1,2,4,3,4,3,4,もうすぐ設立100年を迎える弓道部には全国の病院にOBや関係者が山ほどいます！,ほとんどの部員が初心者です！コーチと先輩が丁寧に指導するので、みんな楽しんで上達できます。義務練習は週２回なので部員の皆は残りの時間を勉強、バイト、研究、遊びなどなど、自由に使っています。自分らしい有意義な医学部生活を過ごせます！昨年度は全国大会準優勝や関東大会優勝という成果も上げた医学部弓道部を一緒に盛り上げよう！！,32800.jpg,32801.jpg,32802.jpg,32803.jpg,32804.jpg,32805.jpg,32806.jpg,,,,,3281.mp4,
合氣道会,スポーツ,合氣道,独立団体,合氣道会,独立団体,10,3,keio.aikidokai.official@gmail.com,KeioAikidokai,keioaikidokai,,,http://www.aikidokai.net/,不特定(鹿島田、川崎、高津、新百合ヶ丘など日吉付近の道場),食堂棟3階学生スペースN-01,水・金,基本全参加、土曜日自主練あり,道着・ジャージなど動きやすい服装(貸出アリ),道場での稽古,"第25回天通合氣道大会
 団体自由の部:優秀賞(銀賞)
 一般初段の部:優秀賞(銀賞)
 白帯上級の部:最優秀賞(金賞)
 白帯初級の部:最優秀賞(金賞)・入賞(銅賞)",参加した,毎年舞台にて演武をしています,×,,0,0,東京大学合氣道会(東京大学)、宇都宮大学合氣道会(宇都宮大学)、國學院大学合氣道会(國學院大学)、独協医科大学合氣道同好会(独協医科大学),,通常練習、師範稽古、新歓オリエンテーション、新歓演武、新歓コンパ,通常練習、師範稽古、東京大学合氣道会親睦BBQ,通常練習、師範稽古、学生講習会、OBOG合同合宿,通常練習、師範稽古,通常練習、師範稽古、前期納会、強化練、夏合宿、審査,通常練習、師範稽古,通常練習、師範稽古、学生講習会、天通合氣道大会,通常練習、師範稽古、三田祭、OBOG合同稽古、三大学合同稽古,通常練習、師範稽古、後期納会、引退式、引継式、審査,通常練習、師範稽古、鏡開き式,通常練習、師範稽古、強化練、春合宿、審査,通常練習、師範稽古、追い出し稽古、幹部合宿、宇都宮大学合同合宿,新しいことを始めたいあなた、合氣道をしませんか？初心者歓迎！,15000,2,2,2,3,4,3,3,初代の方々から現役まで縦の繋がりが強く、先輩方は例外なく優秀な勤め先です。OBOGの方々とお話しする機会が他サークルに比べて多いので、就職先や進路に悩んでいても相談したりお話を聞いたりすることができます。,"新入生のみなさん、ご入学おめでとうございます！
 何か新しいことを始めたいけれども様々なサークルがあって何に入ればいいのかわからない...そんなあなた、思い切って合氣道を始めてみませんか？
 武道というと難しそう、女の子が少なそうというイメージがありますが全くそんなことはありません！合氣道は相手の力を利用する日本発祥の武道で、スポーツ未経験の方や女性でも気軽に始められます。実際に去年入った2年生の先輩は女性の方が多いです！
 現部員も全員大学から始めた初心者ですので未経験者でも大歓迎です。袴、そして初段を目指して頑張りましょう！
 何より部員同士の仲が良く、各行事を通じて他大学との交流も深めることができます。
 もちろんオフの日も充実しており、部員たちで遊びに行くこともしばしば✌︎('ω')✌︎
 まずは説明会や、食堂棟3階入ってすぐのたまりでお待ちしています！一緒に楽しく充実した大学生活を送りましょう♪",32900.jpg,32901.jpg,32902.jpg,32903.jpg,32904.jpg,32905.jpg,32906.jpg,32907.jpg,32908.jpg,32909.jpg,32910.jpg,,
東方慶庵郷,文化系,東方project,,けあん，けーあん，慶庵郷,未公認団体,18,0,keio.kei.an@gmail.com,keio_k_an,,,,,不特定，基本的には校内の空き教室,,ほぼ毎日,なし,特になし，東方への興味があれば,たまりでイラストを書いたり原作をしたり,,参加した,東方喫茶,×,,0,0,,,新歓オリエンテーション，読書会,原作会,イラスト会,,合宿,,秋季例大祭,三田祭,,,,,東方projectに興味のある皆さん，是非一度見学に！,1000,2,1,2,2,3,2,3,特になし,"東方Projectに興味がある方，是非一度見学しに来てください！
 原作やる方，イラスト書く方，DTMやる方，コスプレする方,MMDやる方，二次創作鑑賞が趣味の方，正直東方のことがよくわからない方も，皆さん大歓迎です。
 ちょっとでも興味があったら，足を運んでみてください！！",33000.jpg,33001.jpg,33002.jpg,,,,,,,,,,
REXON,音楽,軽音楽,独立団体,レゾン,独立団体,70,20,rexon0821@gmail.com,rexon_2017,,,,,不特定の各ライブを行うライブハウス 塾生会館大ホール,,二ヶ月に一度ライブを開催 その他総会の集まりなど,特になし 出演するライブの同じバンドメンバーとスタジオに入って練習 食堂棟三階たまりで平日、授業の空きコマや昼休みなど暇な時間に集まっています,各パートに必要な機材(ギター、ベース、ドラムスティック、キーボードなど) 楽器購入会もあります,"約二ヶ月に一度のライブに向けてバンドを組み練習
 塾生会館の練習室も使用可",,参加した,"活動内容 三田祭大ステージ ミニステージ 構内教室にてライブ出演 
 大学内に設置された大ステージにてofficial髭男dism 、passcode ミニステージにてBLUE ENCOUNT 、Eternity forever 構内教室にてTHE ORAL CIGARETTESなど演奏",×,,0,0,,,新歓オリエンテーション 新歓ライブ,定期演奏会(新入生顔見せライブ),,定期演奏会(七夕ライブ),夏合宿,,定期演奏会(ハロウィンライブ),三田祭,定期演奏会 (クリスマスライブ),,定期演奏会(代替わりライブ),定期演奏会(追い出しライブ),オールジャンル軽音楽サークルREXONで好きな音楽やろう！,10000,5,3,3,3,2,3,3,特になし,"活動は二か月に一回のライブと他大や他サークルとの合同ライブがメインです！一番大きな行事として「ハロウィンライブ」があります。
 毎年そこで三田祭の大ステージ選考があります。スタジオで深夜練をたくさん行ったり、自分達の演奏の音源を何度も聴いたりして多くの面で成長できます。大ステージ選考に落選したとしても、三田祭では演奏できます。
 また、バイトや勉強との両立もできるということもポイントです。
 バンドサークルは、練習時間などの確保で学業との両立が難しいと言われたりしますが、このサークルは大丈夫です！安心してください！（笑）
 バンド活動は真剣に取り組んでいますが、基本みんな自由に行動しています！兼サーしている人もたくさんいますよ！",33100.jpg,33101.jpg,33102.jpg,33103.jpg,33104.jpg,33105.jpg,,,,,,3311.mp4,
Folk Lovers' Association,音楽,アコースティックギター,独立団体,FLA,独立団体,120,60,fla-net@live.jp,keiofla,,flanetmovie,,http://flanet.yokochou.com/,13教室、12教室,日吉塾生会館204号室奥,月・木,特になし,特になし (マイギターがあるとモチベup),教室・部室などでの個人練習または合わせ練習,,参加した,教室とミニステージでのライブ,×,,0,0,,,新歓オリエンテーション、新歓合宿,通常練習,6月ライブ,東大・早稲田との合同ライブ,夏合宿,9月ライブ,ハロウィンライブ,三田祭ライブ,クリスマスライブ,通常練習,冬合宿、東大・早稲田との合同ライブ,3月ライブ、追いコン,慶應唯一のアコースティックギターのサークルです！,5000,2,2,4,3,4,2,2,特になし,今年度で創立42年目となる慶應唯一のアコースティックギターのサークルです。ライブではバンドスタイルからソロギターまで幅広い曲目が演奏されます。普段の練習会に加え、年3回の合宿等を通した同期・先輩との交流も盛んです。初心者大歓迎！,33200.jpg,33201.jpg,33202.jpg,33203.jpg,33204.jpg,33205.jpg,33206.jpg,33207.jpg,33208.jpg,33209.jpg,33210.jpg,3321.mp4,
ライト・ミュージック・ソサイェティ,音楽,ビッグバンドジャズ,文化団体連盟,ライト、慶應ライト,文化団体連盟,35,19,なし,KeioLight,,Keio Light Music Society,,https://www.keiolight.com/,三田キャンパス音楽練習室,三田キャンパスルーム38,Jr.バンド→火、土 Reg.バンド→水、金、土,全参加,楽器(貸出アリ),合奏,Reg.バンド→第50回山野ビッグバンドジャズコンテスト第一位最優秀賞受賞、Jr.バンド→2019年度ステラジャムコンテストノミニー7受賞,参加した,メインステージにて演奏、教室にて演奏,×,,0,0,,,新歓オリエンテーション,BBQ,ジョイントコンサート,,夏合宿,ステラジャムコンテスト,ジョイントコンサート,三田祭,OB会,新年会,ジョイントコンサート,冬合宿、リサイタル,ジャズや音楽、楽器に興味ある方お待ちしてます！,0,2,3,4,3,4,3,2,特になし,"ライトミュージックソサイェティは日本で最も長い歴史と伝統を誇る学生ビッグバンドサークルです。ビッグバンドとはジャズバンドの形態の一つで、サックス・トランペット・トロンボーン・ギター・ピアノ・ベース・ドラムの編成で演奏します。1、2年生のJr.バンド、3、4年生中心のReg.バンドで活動しております。
 
 2019年度は、Reg.バンドは山野ビッグバンドジャズコンテストにて第1位最優秀賞、Jr.バンドはステラジャムフェスティバルにおいてステラジャムノミニー7(上位7位以内)に選ばれるという好成績を残すことができました。また、世界的ミュージシャンの共演や、ライトからもプロミュージシャンを多数輩出しております。
 
 スウィングジャズからコンテンポラリーミュージックまで多種多様な音楽を演奏しながら楽しく活動しております。ジャズや楽器に興味ある方、ぜひ見学にお越しください。もちろん、初心者の方も大歓迎です！",33300.jpg,33301.jpg,33302.jpg,33303.jpg,33304.jpg,33305.jpg,33306.jpg,,,,,3331.mp4,
医学部剣道部,スポーツ,剣道,医学部体育会,,医学部体育会,8,3,なし,keiomedkendo,,,,,信濃町キャンパス孝養舎、三田綱町道場,信濃町キャンパス第2校舎,月水金,基本全参加,,体育館での練習（たまに練習試合も）,東医体ベスト16、医療系女子戦3位,参加しなかった。,,×,,0,0,,,新入生歓迎会,ゴールデンウィーク合宿,春季関東医歯薬獣医科大学剣道大会,,東医体,,秋季女子戦,秋季関東医歯薬獣医科大学剣道大会,納会,寒稽古,,医療系大会,医学部以外の人も募集中です。初心者大歓迎！,20000,2,3,2,3,4,3,3,特になし,毎週全塾剣道部から師範にきて頂けるので初心者でもすぐに上達できる環境が整っています。部員全員が仲良く、とても楽しい部活です。,33400.jpg,33401.jpg,33402.jpg,33403.jpg,33404.jpg,,,,,,,3341.mp4,
アンサンブルファミーユ,音楽,ポップスオーケストラ,文化団体連盟,ファミーユ、KEF,文化団体連盟,57,30,familleorien@gmail.com,Keio_famille,,Keio Ensemble Famille,,https://keiofamille.wordpress.com/,塾生会館(日吉)、西校舎(三田),たまりあり,火・木・日,週1回,楽器 (キーボード、ドラム以外の楽器でまだ持っていない場合は夏までに購入をお願いします。購入の際は先輩が同行してくれます。）,サマーコンサート、定期演奏会での演奏曲の合奏、練習,アンサンブルファミーユは1932年にKAC(慶応アコーディオンクラブ)として設立され、ワグネルソサイエティ、マンドリンクラブに次いで慶応で3番目に古い音楽サークルです。,参加しなかった。,過去に参加した年もあります。,×,,0,0,,,新歓オリエンテーション,BBQ・サマーコンサートに向けての練習,サマーコンサート,オフ,夏合宿,夏ライブ・定期演奏会に向けての練習,ハロウィン練習・定期演奏会に向けての練習,三田祭ミニステージ・定期演奏会に向けての練習,定期演奏会,オフ,春合宿,卒業ライブ・新歓オリエンテーションに向けての練習,初心者・経験者どちらも大歓迎！,18000,2,3,4,3,3,3,3,先輩から就活の情報提供があります。,私たちファミーユは、サックス・トランペット・トロンボーン・ギター・ベース・キーボード・ドラムというビッグバンドの編成に、フルート・クラリネット・バイオリンを加えたユニークな編成の音楽サークルです。自分たちで演奏したい楽曲を決めてアレンジするので、ポップス・ジャズ・吹奏楽など幅広いジャンルを扱います。非レギュラー制で兼サーもオッケー。経験者はもちろん初心者も毎年多く入部しています。定期演奏会のほか、サークル内ライブや夏合宿、三田祭演奏、学年旅行など楽しいイベントも盛りだくさん♪ 素敵な仲間とともに音楽をつくりあげる喜びを共有しませんか？興味をもたれた方はぜひ一度遊びにきてください！お待ちしています。,33500.jpg,33501.jpg,33502.jpg,33503.jpg,33504.jpg,33505.jpg,33506.jpg,33507.jpg,33508.jpg,33509.jpg,33510.jpg,3351.mp4,3352.mp4
医学部体育会空手部,スポーツ,空手,医学部体育会,医学部空手部,医学部体育会,30,13,keiomedkarate@gmail.com,keiomed_karate,,,,https://keiomedkarate.ninpou.jp/,信濃町キャンパス内空手道場,信濃町キャンパス内部室棟,月・水・金,週3回,道着、防具,道場での練習,2014〜2016年東医体総合優勝,参加しなかった。,,×,,0,0,,,勧誘期,新歓合宿、地区大会など,春関東大会、進級昇段審査,,東医体、旅行、大会後OFF,進級昇段審査,地区大会、秋関東大会,,納会、テスト前OFF,寒稽古,テスト前OFF,旅行、追いコン,初心者大歓迎！兼部バイトもちろんOK！アツイ仲間募集中！,0,2,2,3,3,3,3,4,OBの先生方との繋がりが強いです。,"はじめまして！
 医学部体育会空手部と申します！
 私たちはメリハリのある活動をモットーに、週3回2時間、信濃町キャンパスで練習しています！
 バイト、兼サーもちろんOK！テスト勉強もばっちりこなせます！
 医学部生はもちろん、看護学部、薬学部の部員も大募集中！
 私たちと一緒に東日本No.1を目指しましょう！",33600.jpg,33601.jpg,33602.jpg,33603.jpg,33604.jpg,33605.jpg,33606.jpg,33607.jpg,33608.jpg,33609.jpg,33610.jpg,,
ローバースカウト,スポーツ,アウトドア,独立団体,慶應ローバー,独立団体,27,6,なし,keiorover,keiorover,,,http://keiorover.org/,日吉キャンパス、その他関東圏内を中心に各地でアウトドア・ボランティア活動、海外プロジェクトへの参加者あり(モンゴル・ネパール),,不定期(月1回の会議＋不定期の活動)※参加必須ではありません,なし,楽しむ心！※数に限りはありますがキャンプ用具などの貸出も行っています,キャンプ・ハイキング・登山などのアウトドア活動、ボーイスカウト連盟主催のボランティア活動への参加、海外プロジェクトへの参加(ネパール・モンゴルでのプロジェクトが進行中),Nepal-Japan Scout Project参加、Mongolia Project参加、第17回日本スカウトジャンボリー参加、明治神宮初詣奉仕参加,参加しなかった。,,×,,0,0,提携ではないが早稲田大学・上智大学をはじめ他大学のローバースカウトとの交流あり,,新歓イベント(食事会・登山・ハイキングなど),新歓キャンプ,ナイトハイク・三田会総会,夏季キャンプ準備,夏季キャンプ①・モンゴルプロジェクト本渡航・ネパールプロジェクト夏渡航,夏季キャンプ②,早慶上智合同キャンプ,100kmハイキング参加,団望年会,明治神宮初詣奉仕・春季キャンプ準備,ネパールプロジェクト本渡航(※2019年度は新型肺炎流行の影響で中止),春季キャンプ・関東ローバーの集い参加・追い出しコンパ(※上記理由により中止),アウトドア・ボランティア・海外プロジェクト興味ある方は是非！,5000,2,3,2,3,4,2,2,今年度で64期となる歴史の深いサークルで、スカウト三田会を通じてOB・OGの方々との関わりが多いです。また、「スカウトと社会をつなぐ場所」をはじめとしたボーイスカウト日本連盟主催のイベントに参加することもできます。,"ボーイスカウトってご存知ですか？
 キャンプやハイキングなどのアウトドア活動からボランティアや国際交流まで色々経験できるサークルです！その他にも早稲田や上智との合同のプログラムなど、幅広く自由に活動しています。ローバーの魅力はこの小さいスペースで語り切れないので、少しでも興味のある人は説明会に来てください！",33700.jpg,33701.jpg,33702.jpg,33703.jpg,33704.jpg,33705.jpg,33706.jpg,33707.jpg,33708.jpg,33709.jpg,33710.jpg,,
慶應義塾大学薬学部軽音楽部,,,独立団体,慶薬軽音,独立団体,34,13,なし,keiyakukeion,,,,,慶應義塾大学芝共立キャンパス,慶應義塾大学芝共立キャンパス 1号館地下1階,不定期,特になし,,好きなアーティストのコピーバンドや食事会、合宿など,,参加しなかった。,,×,,0,0,,,新歓ライブ,,1年生腕見せライブ,,合宿、合宿明けライブ,3年主催ライブ,,,2年主催ライブ,,,3年生引退ライブ,,,2,3,4,3,3,3,3,特になし,好きなアーティストの曲を練習し、サークル内のメンバーや他大学の知り合いとバンドを作り、ライブに向けて練習するのが主で合宿や食事会なども取り入れつつゆる〜く活動しています。ライブの数は年中あるので好きな時に出れます。経験者も未経験者も同じくらいいるので軽い気持ちで参加お待ちしてます！,,,,,,,,,,,,,
昭霊空手会,スポーツ,空手,独立団体,昭霊会,独立団体,33,7,なし,shoreikaratekai,,,,,日吉地区センター、中目黒マンション地下,塾生会館217号室,週3、月・土、+α,自由参加,道着、動きやすい服装,基本稽古、形、組手の練習,,参加した,屋台でベビーカステラ販売,×,,0,0,,,新歓オリエンテーション、港区大会,,合同稽古、前期総会,,,夏合宿、審査会,,演舞会、後期総会,連盟大会,,冬合宿、賀詞交換会,,松濤館流の空手サークルです。初心者も経験者も大歓迎です！,7500,2,2,2,3,4,2,2,OB、OGによる就活支援,初心者、経験者問わず大歓迎です！流派は松濤館流ですが他流派でやっていた人も大歓迎です！寸止め、防具を使用するため安全です。また兼サーや資格試験との両立も可能です。,33900.jpg,33901.jpg,33902.jpg,33903.jpg,33904.jpg,33905.jpg,,,,,,,
慶應Pen Club,文化系,文芸,文化団体連盟,Pen Club,文化団体連盟,61,25,不明,keiopenclub,,,,,部室、4校舎の教室,401L奥,不定期（月1前後）,特になし,紙と鉛筆,小説執筆、編集、創作,創立67年,参加した,部誌の販売（秋部誌と春・夏部誌）、性格診断,×,,0,0,,,新歓オリエンテーション、春部誌制作,春部誌合評会,読書会,特になし,夏部誌制作,夏季旅行,秋部誌制作,夏部誌合評会、三田祭,秋部誌合評会,特になし,追いコン,特になし,書いたり読んだりするオールジャンルOKの文芸サークルです。,1000,2,2,2,3,4,3,2,編集者になりたい場合強みになります。また文章力が上がります。,"物書きと読書好きが集まる文芸サークルです。活動はゆるく、部員が自然と部室に集まっては仲良く話しているようなコミュニティです。毎年3回部誌を書く機会があり、それぞれ部員が精力的に参加しています。合評会では部誌を読んだ上で感想や改善点などを話し合います。それぞれ参加は自由です。
 また、部室で昼ご飯を食べたり、ワークショップを開いてお題に沿った小説を書くなど、多様な方向で自由に活動しています。興味のある方はいつでもご連絡ください。",34000.jpg,34001.jpg,34002.jpg,34003.jpg,34004.jpg,34005.jpg,34006.jpg,34007.jpg,34008.jpg,34009.jpg,,,
バンドサークルLyrical,音楽,バンド,独立団体,リリカル,独立団体,150,60,ganbalyrical@gmail.com,keio_lyrical,ganbalyrical,,,https://keio-circle-lyrical.jimdofree.com/,日吉キャンパス食堂棟3階右奥たまり、渋谷等のスタジオ,,毎日(たまりで談笑)、月1回(ライブ),特になし,楽器(最初は無くても大丈夫です)、やる気,たまりで談笑、ライブ出演,,参加した,大ステージ・ミニステージでの演奏、教室でライブ,×,,0,0,,,新歓ライブ、試奏会、女子会、新歓合宿、春総会,企画ライブ,新入生ライブ,公式ライブ,夏合宿,コスプレライブ,企画ライブ,三田祭,企画ライブ,企画ライブ,冬合宿、公式ライブ,卒業ライブ、企画ライブ,アニソン・ボカロが好きなオタクはlyricalへGO!!!,10000,2,3,4,3,3,3,2,特になし,"アニソン・ボカロ・ゲーソンが好きなそこのあなた！バンドで演奏してみたいけど、バンドサークルがたくさんあってどこにしたらいいかわからない.....。そんなあなたにぴったりなのが、私たち｢バンドサークルLyrical｣です！月に1度行われているライブでは、演者も観客も一体になって盛り上がれて最高に楽しいです！！ライブごとにバンドを組むフリーバンド制なので、たくさんの人とバンドを組むことができます。経験者はもちろん、大学からバンドを始めたい人も大歓迎！
 普段はたまりでおしゃべりしたり、楽器の練習をしたりしています。ライブ前にはバンドメンバーとスタジオで練習をして、本番に臨みます。気になる方は食堂棟3階右奥のたまりに来て、Lyricalの雰囲気を感じてみてくださいねー！新歓や普段の活動の情報などを流しているので、Twitter (@keio_lyrical)やInstagram(ganbalyrical)も要チェック！",34100.jpg,34101.jpg,34102.jpg,34103.jpg,34104.jpg,34105.jpg,34106.jpg,34107.jpg,34108.jpg,34109.jpg,34110.jpg,,
三四会排球部女子部,スポーツ,バレーボール,医学部体育会,医学部女子バレーボール部、医バレ、三四会バレーボール部,医学部体育会,12,12,keiomed.girlsvolley2020@gmail.com,keiovolley16,keiomed_girls_volley,,LineID 942qsjbg,,新宿区立四谷小学校、その他新宿区内公立小学校および施設体育館,信濃町キャンパス 第二校舎,火、木、土日のいずれか,全参加(ただし学業優先に応じる),ウェア、シューズ、やる気!!!,体育館での練習,2017年度 東日本医科学生総合体育大会優勝,参加しなかった。,,×,,0,0,,,新入生歓迎,GW合宿、春季医科リーグ,春季医歯薬リーグ,,東医体→夏オフ!!,秋練習開始,秋季医科リーグ,秋季医歯薬リーグ,新人戦→年末年始オフ!!,基礎練期間,基礎練期間,春オフ!!,初心者も経験者も大歓迎♡医女バレは全部員が活躍してます✨,0,2,2,2,3,5,3,4,医療系として体育会活動にコミットし続けたことや、コメディカルにチームワークを育んできたことは必ず評価されます。また、医学部体育会活動で培った体力や礼儀作法も重視されます。なにより優秀な先輩が多いので情報量含め医療系独特の就活にも強いです。,こんにちは、医学部女子バレーボール部です！私たちは日々、医療系大会優勝を目指しつつも、全員がバレーの面白さを体感できるよう練習に励んでいます。医学部生はもちろんのこと、一緒に看・薬部員も大活躍中✨!!週3の練習で他学部の友達もできます!!勉強は大変だけど運動もしたいアナタにピッタリ!!実は医体と言えども看薬も年5回大会に出られます(東医体は医学部のみ)。初心者経験者問わず大歓迎🌸経験豊富な上級生がしっかりサポート(バレー以外も)♡初心者始め(特に医学部)でもエースになれるくらい練習が充実💪経験なんて関係ない!みんな試合に出場できる!そしてレベルアップ間違いなし👍まずはぜひ見学に来てね、待ってます☺️!!,,,,,,,,,,,,,
慶應義塾大学体育会端艇部カヌー部門,,,体育会,カヌー部,体育会,34,6,なし,keio_canoe,keiocanoeteam,,,https://keiocanoe.wixsite.com/keio-canoe-team,戸田艇庫、日吉協生館ウエイトルーム、荒川,日吉部室棟,月曜・金曜午後以外(週6),全参加,ウェア、好奇心,荒川での乗艇練習、ウエイト、有酸素運動,インカレフォア3位、全日本女子1000m優勝、インカレジュニア部門200・500・ペア500m優勝、インカレ男子1000mA決勝進出、インカレ女子500mA決勝進出、インカレ男子200m4位、関カレ男子200m2位,参加しなかった。,,×,,0,0,,,通常練習,通常練習,通常練習,通常練習,関カレ・インカレ,全日本選手権・オフ,長距離選手権,ウエイト期間,ウエイト期間,ウエイト期間,通常練習,通常練習,,,2,3,3,4,5,5,4,"・OBの方が訪問して説明会を開いてくれる
 ・OBの方の手厚い支援
 ・総合商社や大手企業に多数輩出","・4年間本気で競技と向き合える
 ・合宿所で仲間と楽しい毎日が過ごせる
 ・上下のつながりが深い
 ・オンとオフのメリハリがある
 ・大学でしか味わえない独特な日常を過ごせる",,,,,,,,,,,,,
慶應義塾體育會自動車部,,,体育会,自動車部,体育会,16,1,koac2020@gmail.com,koac125,keio_automobile_official,,,http://keio-ac.net/,慶應義塾自動車部練習場(イタリア半島),練習場内,火、水、木、土、不定期で遠征,全参加,ツナギ、安全靴など (入部してから用意すれば大丈夫です),車を使用した競技の練習、車の整備、公道での運転練習,2019年度全日本学生自動車運転競技選手権大会 男子団体の部 優勝、2019年度 早慶対抗ジムカーナ定期戦 団体優勝,参加しなかった。,,×,,0,0,なし,,新歓オリエンテーション、通常活動,全関東学生ジムカーナ選手権大会、通常活動,全関東学生ダートトライアル選手権大会、通常活動,通常活動,全日本学生ダートトライアル選手権大会、全日本学生ジムカーナ選手権大会、通常活動,夏合宿、通常活動,関東学生軽自動車5時間耐久レース、通常活動,全日本学生自動車運転競技選手権大会、五大学対抗フィギュア定期戦、通常活動,早慶対抗ジムカーナ定期戦、通常活動,,関東学生ジムカーナ新人戦、通常活動,全関東学生自動車運転競技選手権大会、通常活動,,,2,2,2,3,3,5,3,特になし,私たち慶應義塾体育会自動車部は1933年に創部し、1952年に体育会に加入した伝統ある自動車部です。 大学入学後に始めても、努力次第で選手になれるばかりか、全日本選手権での優勝を目指す事も出来ます。免許が無くても、自分の車を持っていなくても構いません。入部後に免許取得の練習をする事が出来ますし、練習は全て自動車部所有の車で行います。練習では先輩部員から運転を教えてもらうだけに留まらず、監督コーチやプロレーサーからの運転指導を仰ぐ練習会もあります。さあ、一緒に日本一になりましょう！,,,,,,,,,,,,,
慶應義塾體育會ハンドボール部,スポーツ,ハンドボール,体育会,,体育会,34,5,なし,keio_hand,keio＿handball,,,http://www.keio-handball.com/,日吉キャンパス蝮谷体育館,蝮谷体育館の近く,週6日、月火木金土日,全参加,体育館シューズ、ウェア,体育館での練習,秋季関東学生ハンドボール2部リーグ 3位,参加しなかった。,,×,,0,0,,,リーグ戦,リーグ戦,通常練習,テストオフ、通常練習,通常練習,秋リーグ、通常練習,秋リーグ、通常練習,早慶戦,通常練習,オフ,通常練習,通常練習、合宿,本気でハンドボールに打ち込みたい人、練習きてください！,60000,2,2,5,4,4,5,4,強い,"ハンドボール部は、35年ぶりの早慶戦勝利、一部昇格、インカレ出場の3つを目標に目指しています。
 現在、私たちは34名の部員とともに、週6回(水曜オフ)、日吉のマムシだに体育館にて練習に取り組んでいます。
 入部に制限はなく、初心者から始めたものもいれば、インハイを経験した選手までレギュラーの中にはいます。様々なレベルの人たちがいる中で、全員が一部昇格に対して、当事者意識を持って、主体的に取り組んでいます。
 リーグ戦では、全国から選手を集めた大学に対して、勝利を収めることができ、昨季のリーグ戦では、3位になることができました。
 日々挑戦を続けて、一緒に一部昇格、早慶戦勝利、インカレ出場を果たしましょう！",34500.jpg,34501.jpg,34502.jpg,34503.jpg,34504.jpg,34505.jpg,,,,,,,
